id	conf	title	author	year	abstract	conf_short	theme
2870	STOC	Optimal parallel suffix tree construction.	Ramesh Hariharan	1994	Optimal parallel suffix tree construction.	STOC	theory
2871	STOC	A simple constructive computability theorem for wait-free computation.	Maurice Herlihy,Nir Shavit	1994	A simple constructive computability theorem for wait-free computation.	STOC	theory
2872	STOC	Pseudorandomness for network algorithms.	Russell Impagliazzo,Noam Nisan,Avi Wigderson	1994	Pseudorandomness for network algorithms.	STOC	theory
2873	STOC	A functional equation often arising in the analysis of algorithms (extended abstract).	Philippe Jacquet,Wojciech Szpankowski	1994	A functional equation often arising in the analysis of algorithms (extended abstract).	STOC	theory
2874	STOC	Circuit complexity: from the worst case to the average case.	Andreas Jakoby,Rüdiger Reischuk,Christian Schindelhauer	1994	Circuit complexity: from the worst case to the average case.	STOC	theory
2875	STOC	Aligning sequences via an evolutionary tree: complexity and approximation.	Tao Jiang,Eugene L. Lawler,Lusheng Wang	1994	Aligning sequences via an evolutionary tree: complexity and approximation.	STOC	theory
2876	STOC	Two heads are better than two tapes.	Tao Jiang,Joel I. Seiferas,Paul M. B. Vitányi	1994	We show that a Turing machine with two single-head one-dimensional tapes cannot recognize the set.	STOC	theory
2877	STOC	Fault-tolerant scheduling.	Bala Kalyanasundaram,Kirk Pruhs	1994	We study fault-tolerant multiprocessor scheduling under the realistic assumption that the occurrence of faults cannot be predicted. The goal in these problems is to minimize the delay incurred by the jobs. Since this is an online problem we use competitive analysis to evaluate possible algorithms. For the problems of minimizing the makespan and minimizing the average completion time (for static release times), we give nonclairvoyant algorithms (both deterministic and randomized) that have provably asymptotically optimal competitive ratios. The main tool used by these algorithms to combat faults is redundancy. We also show that randomization has the same effect as redundancy.	STOC	theory
2878	STOC	Random sampling in cut, flow, and network design problems.	David R. Karger	1994	Random sampling in cut, flow, and network design problems.	STOC	theory
2879	STOC	On the fault tolerance of the butterfly.	Anna R. Karlin,Greg Nelson,Hisao Tamaki	1994	On the fault tolerance of the butterfly.	STOC	theory
2880	STOC	On the learnability of discrete distributions.	Michael J. Kearns,Yishay Mansour,Dana Ron,Ronitt Rubinfeld,Robert E. Schapire,Linda Sellie	1994	On the learnability of discrete distributions.	STOC	theory
2881	STOC	Low degree spanning trees of small weight.	Samir Khuller,Balaji Raghavachari,Neal E. Young	1994	Given $n$ points in the plane, the degree-$K$ spanning-tree problem asks for a spanning tree of minimum weight in which the degree of each vertex is at most $K$. This paper addresses the problem of computing low-weight degree-$K$ spanning trees for $K>2$. It is shown that for an arbitrary collection of $n$ points in the plane, there exists a spanning tree of degree 3 whose weight is at most 1.5 times the weight of a minimum spanning tree. It is shown that there exists a spanning tree of degree 4 whose weight is at most 1.25 times the weight of a minimum spanning tree. These results solve open problems posed by Papadimitriou and Vazirani. Moreover, if a minimum spanning tree is given as part of the input, the trees can be computed in $O(n)$ time. The results are generalized to points in higher dimensions. It is shown that for any $d \ge 3$, an arbitrary collection of points in $\Re^d$ contains a spanning tree of degree 3 whose weight is at most 5/3 times the weight of a minimum spanning tree. This is the first paper that achieves factors better than 2 for these problems.	STOC	theory
2882	STOC	Faster shortest-path algorithms for planar graphs.	Philip N. Klein,Satish Rao,Monika Rauch Henzinger,Sairam Subramanian	1994	We give a linear-time algorithm for single-source shortest paths in planar graphs with nonnegative edge-lengths. Our algorithm also yields a linear-time algorithm for maximum flow in a planar graph with the source and sink on the same face. The previous best algorithms for these problems required $\Omega(n \sqrt{\log n})$ time where $n$ is the number of nodes in the input graph. For the case where negative edge-lengths are allowed, we give an algorithm requiring $O(n^{4/3} \log nL)$ time, where $L$ is the absolute value of the most negative length. Previous algorithms for shortest paths with negative edge-lengths required $\Omega(n^{3/2})$ time. Our shortest-path algorithm yields an $O(n^{4/3} \log n)$-time algorithm for finding a perfect matching in a planar bipartite graph. A similar improvement is obtained for maximum flow in a directed planar graph.	STOC	theory
2883	STOC	A randomized linear-time algorithm for finding minimum spanning trees.	Philip N. Klein,Robert Endre Tarjan	1994	We present a randomized linear-time algorithm for finding a minimum spanning tree in a connected graph with edge weights. The algorithm is a modification of one proposed by Karger and uses random sampling in combination with a recently discovered linear-time algorithm for verifying a minimum spanning tree. Our computational model is a unit-cost random-access machine with the restriction that the only operations allowed on edge weights are binary comparisons.	STOC	theory
2884	STOC	Fast algorithms for finding randomized strategies in game trees.	Daphne Koller,Nimrod Megiddo,Bernhard von Stengel	1994	Fast algorithms for finding randomized strategies in game trees.	STOC	theory
2885	STOC	Real-time pattern matching and quasi-real-time construction of suffix trees (preliminary version).	S. Rao Kosaraju	1994	Real-time pattern matching and quasi-real-time construction of suffix trees (preliminary version).	STOC	theory
2886	STOC	On the computational power of depth 2 circuits with threshold and modulo gates.	Matthias Krause,Pavel Pudlák	1994	On the computational power of depth 2 circuits with threshold and modulo gates.	STOC	theory
2887	STOC	The complexity of verification.	Robert P. Kurshan	1994	The complexity of verification.	STOC	theory
2888	STOC	Simple strategies for large zero-sum games with applications to complexity theory.	Richard J. Lipton,Neal E. Young	1994	Simple strategies for large zero-sum games with applications to complexity theory.	STOC	theory
2889	STOC	On contention resolution protocols and associated probabilistic phenomena.	Philip D. MacKenzie,C. Greg Plaxton,Rajmohan Rajaraman	1994	Consider an on-line scheduling problem in which a set of abstract processes are competing for the use of a number of resources. Further assume that it is either prohibitively expensive or impossible for any two of the processes to directly communicate with one another. If several processes simultaneously attempt to allocate a particular resource (as may be expected to occur, since the processes cannot easily coordinate their allocations), then none succeed. In such a framework, it is a challenge to design efficient contention resolution protocols.Two recently-proposed approaches to the problem of PRAM emulation give rise to scheduling problems of the above kind. In one approach, the resources (in this case, the shared memory cells) are duplicated and distributed randomly. We analyze a simple and efficient deterministic algorithm for accessing some subset of the duplicated resources. In the other approach, we analyze how quickly we can access the given (nonduplicated) resource using a simple randomized strategy. We obtain precise bounds on the performance of both strategies. We anticipate that our results with find other applications.	STOC	theory
2890	STOC	Trade-offs between communication throughput and parallel time.	Yishay Mansour,Noam Nisan,Uzi Vishkin	1994	Trade-offs between communication throughput and parallel time.	STOC	theory
2891	STOC	Approximation schemes for PSPACE-complete problems for succinct specifications (preliminary version).	Madhav V. Marathe,Harry B. Hunt III,Richard Edwin Stearns,Venkatesh Radhakrishnan	1994	Approximation schemes for PSPACE-complete problems for succinct specifications (preliminary version).	STOC	theory
2892	STOC	Lower bounds for union-split-find related problems on random access machines.	Peter Bro Miltersen	1994	We prove =(Clog logn ) lower bounds on the random access machine complexity of several dynamic, partially dynamic and static data structure problems, including the union-split-find problem, dynamic prefix problems and one-dimensional range query problems. The proof techniques include a general technique using perfect hashing for reducing static data structure problems (with a restriction of the size of the structure) into partially dynamic data structure problems (with no such restriction), thus providing a way to transfer lower bounds. We use a generalization of a method due to Ajtai for proving the lower bounds on the static problems, but describe the proof in terms of communication complexity, revealing a striking similarity to the proof used by Karchmer and Wigderson for proving lower bounds on the monotone circuit depth of connectivity.	STOC	theory
2893	STOC	Lower bounds for parallel linear programming and other problems.	Ketan Mulmuley	1994	Lower bounds for parallel linear programming and other problems.	STOC	theory
2894	STOC	Non-standard stringology: algorithms and complexity.	S. Muthukrishnan,Krishna V. Palem	1994	Non-standard stringology: algorithms and complexity.	STOC	theory
2895	STOC	Search for the maximum of a random walk.	Andrew M. Odlyzko	1994	Search for the maximum of a random walk.	STOC	theory
2896	STOC	Simple and efficient leader election in the full information model.	Rafail Ostrovsky,Sridhar Rajagopalan,Umesh V. Vazirani	1994	In this paper, we study the leader election problem in the full information model. We show two results in this context. First, we exhibit a constructive $O(\log N)$ round protocol that is resilient against linear size coalitions. That is, our protocol is resilient against any coalition of size less then $\beta N$ for some constant (but small) value of $\beta$. Second, we provide an easy, non-constructive probabilistic argument that shows the existence of $O(\log N)$ round protocol in which $\beta$ can be made as large as $\half - \epsilon$ for any positive $\epsilon$. Our protocols are extremely simple.	STOC	theory
2897	STOC	On complexity as bounded rationality (extended abstract).	Christos H. Papadimitriou,Mihalis Yannakakis	1994	On complexity as bounded rationality (extended abstract).	STOC	theory
2898	STOC	A theory of clock synchronization (extended abstract).	Boaz Patt-Shamir,Sergio Rajsbaum	1994	A theory of clock synchronization (extended abstract).	STOC	theory
2899	STOC	On point location and motion planning among simplices.	Marco Pellegrini	1994	Let $\SS$ be a set of $n$ possibly intersecting $(d-1)$-simplices in $d$-space for $d \geq 2$, and let ${\cal A}(\SS)$ be the arrangement of $\SS$. Let $K = |{\cal A}(\SS)|$ be the number of faces of any dimension in the arrangement of $\SS$. A data structure is described that uses storage $O(n^{d-1+\eps} +K)$ and is built {\em deterministically} in time $O(n^{d-1+\eps} +K\log n)$, where $\eps >0$ is an arbitrarily small constant, such that the face of ${\cal A}(\SS)$ containing a query point is located in time $O(\log^3 n)$. If two query points are in the same cell of ${\cal A}(\SS)$, a collision-free path connecting them is produced. This result is obtained by exploiting powerful and so far overlooked properties of sparse nets introduced by Chazelle [{\em Discrete Comput. Geom.}, 9 (1993), pp. 145--158]. If the $(d-1)$-simplices in $\SS$ have pairwise-disjoint interiors and $d \geq 3$, improved bounds are obtained. A data structure is described that uses $O(n^{d-1})$ storage and is built deterministically in time $O(n^{d-1})$ such that point-location queries are solved in time $O(\log n)$. Also, as a by-product, this method gives the first optimal worst-case algorithm for triangulating a nonsimple polyhedron in 3-space.	STOC	theory
2900	STOC	Nearly-linear size holographic proofs.	Alexander Polishchuk,Daniel A. Spielman	1994	Nearly-linear size holographic proofs.	STOC	theory
2901	STOC	Alpha-algorithms for incremental planarity testing (preliminary version).	Johannes A. La Poutré	1994	Alpha-algorithms for incremental planarity testing (preliminary version).	STOC	theory
2902	STOC	Efficient routing in all-optical networks.	Prabhakar Raghavan,Eli Upfal	1994	Communication in all-optical networks requires novel routing paradigms. The high bandwidth of the optic fiber is utilized through wavelength-division multiplexing : A single physical optical link can carry several logical signals, provided that they are transmitted on different wavelengths. We study the problem of routing a set of requests (each of which is a pair of nodes to be connected by a path) on sparse networks using a limited number of wavelengths, ensuring that different paths using the same wavelength never use the same physical link.	STOC	theory
2903	STOC	A coding theorem for distributed computation.	Sridhar Rajagopalan,Leonard J. Schulman	1994	A coding theorem for distributed computation.	STOC	theory
2904	STOC	Improved data structures for fully dynamic biconnectivity.	Monika Rauch	1994	We present fully dynamic algorithms for maintaining the biconnected components in general and plane graphs. A fully dynamic algorithm maintains a graph during a sequence of insertions and and deletions of edges or isolated vertices. Let $m$ be the number of edges and $n$ be the number of vertices in a graph. The time per operation of the best known algorithms are $O(\sqrt{n})$ in general graphs and $O(\log n)$ in plane graphs for fully dynamic connectivity and $O(\min\{m^{2/3}, n\})$ in general graphs and $O(\sqrt{n})$ in plane graphs for fully dynamic biconnectivity. We improve the later running times to $(\min\{\sqrt{m}\log n, n \})$ in general graphs and $O(\log^{2}n)$ in plane graphs. Our algorithm for general graphs can also find the biconnected components of all vertices in time $O(n)$. The update times in general graphs are amortized. This shows that the biconnected components of a graph can be dynamically maintained almost as efficiently as the connected components.	STOC	theory
2905	STOC	Natural proofs.	Alexander A. Razborov,Steven Rudich	1994	Natural proofs.	STOC	theory
2906	STOC	Pseudorandom generators and learning algorithms for AC.	Meera Sitharam	1994	Pseudorandom generators and learning algorithms for AC.	STOC	theory
2907	STOC	Symmetry breaking for suffix tree construction.	Süleyman Cenk Sahinalp,Uzi Vishkin	1994	Symmetry breaking for suffix tree construction.	STOC	theory
2908	STOC	How to share a function securely.	Alfredo De Santis,Yvo Desmedt,Yair Frankel,Moti Yung	1994	How to share a function securely.	STOC	theory
2909	STOC	On the complexity of negation-limited Boolean networks.	Keisuke Tanaka,Tetsuro Nishino	1994	On the complexity of negation-limited Boolean networks.	STOC	theory
2910	STOC	An accelerated interior point method whose running time depends only on A (extended abstract).	Stephen A. Vavasis,Yinyu Ye	1994	An accelerated interior point method whose running time depends only on A (extended abstract).	STOC	theory
2911	STOC	The amazing power of pairwise independence (abstract).	Avi Wigderson	1994	The amazing power of pairwise independence (abstract).	STOC	theory
2912	STOC	Time bounds for mutual exclusion and related problems.	Jae-Heon Yang,James H. Anderson	1994	Time bounds for mutual exclusion and related problems.	STOC	theory
2913	STOC	Decision tree complexity and Betti numbers.	Andrew Chi-Chih Yao	1994	Decision tree complexity and Betti numbers.	STOC	theory
2914	STOC	An O(log k) approximation algorithm for the k minimum spanning tree problem in the plane.	Naveen Garg,Dorit S. Hochbaum	1994	An O(log k) approximation algorithm for the k minimum spanning tree problem in the plane.	STOC	theory
2915	STOC	Proceedings of the Twenty-Sixth Annual ACM Symposium on Theory of Computing, 23-25 May 1994, Montréal, Québec, Canada		1994	Proceedings of the Twenty-Sixth Annual ACM Symposium on Theory of Computing, 23-25 May 1994, Montréal, Québec, Canada	STOC	theory
2916	IEEE Visualization	Case Study: New Techniques in the Design of Healthcare Facilities.	Tarek K. Alameldin,Mardelle Shepley	1994	The recent advent of computer graphics techniques has helped to bridge the gap between architectural concepts and actual buildings. Closing this gap is especially critical in healthcare facilities. In this paper, we present new techniques to support the design decision process and apply them to the design of a neonatal intensive care unit. Two issues are addressed: ergonometric accessibility and visual supervision of spaces. These two issues can be investigated utilizing new technologies that demonstrate that computers are more than a medium of communication in the field of architecture; the computer can make a significant contribution as a proactive design tool.	IEEE Visualizat	visu
2917	IEEE Visualization	Interactive Visualization via 3D User Interfaces.	Andries van Dam	1994	Interactive Visualization via 3D User Interfaces.	IEEE Visualizat	visu
2918	IEEE Visualization	Challenges and Opportunities in Visualization for NASA's EOS Mission to Planet Earth - Panel.	Mike E. Botts,Jon D. Dykstra,Lee S. Elson,Steven J. Goodman,Meemong Lee	1994	Challenges and Opportunities in Visualization for NASA's EOS Mission to Planet Earth - Panel.	IEEE Visualizat	visu
2919	IEEE Visualization	Integrated Control of Distributed Volume Visualization Through the World-Wide-Web.	Cheong S. Ang,David C. Martin,Michael D. Doyle	1994	The World-Wide-Web (WWW) has created a new paradigm for online information retrieval by providing immediate and ubiquitous access to digital information of any type from data repositories located throughout the world. The web's development enables not only effective access for the generic user, but also more efficient and timely information exchange among scientists and researchers. We have extended the capabilities of the web to include access to three-dimensional volume data sets with integrated control of a distributed client-server volume visualization system. This paper provides a brief background on the World-Wide-Web, an overview of the extensions necessary to support these new data types and a description of an implementation of this approach in a WWW-compliant distributed visualization system	IEEE Visualizat	visu
2920	IEEE Visualization	VolVis: A Diversified Volume Visualization System.	Ricardo S. Avila,Taosong He,Lichan Hong,Arie E. Kaufman,Hanspeter Pfister,Cláudio T. Silva,Lisa M. Sobierajski,Sidney W. Wang	1994	VolVis is a diversified, easy to use, extensible, high performance, and portable volume visualization system for scientists and engineers as well as for visualization developers and researchers. VolVis accepts as input 3D scalar volumetric data as well as 3D volume-sampled and classical geometric models. Interaction with the data is controlled by a variety of 3D input devices in an input device-independent environment. VolVis output includes navigation preview, static images, and animation sequences. A variety of volume rendering algorithms are supported, ranging from fast rough approximations, to compression-domain rendering, to accurate volumetric ray tracing and radiosity, and irregular grid rendering.	IEEE Visualizat	visu
2921	IEEE Visualization	Streamball Techniques for Flow Visualization.	Manfred Brill,Hans Hagen,Hans-Christian Rodrian,Wladimir Djatschin,Stanislav V. Klimenko	1994	We introduce the concept of streamballs for flow visualization. Streamballs are based upon implicit surface generation techniques adopted from the well-known metaballs. Their property to split or merge automatically in areas of significant divergence or convergence makes them an ideal tool for the visualization of arbitrary complex flow fields. Using convolution surfaces generated by continuous skeletons for streamball construction offers the possibility to visualize even tensor fields.	IEEE Visualizat	visu
2922	IEEE Visualization	Triangulation and Display of Rational Parametric Surfaces.	Chandrajit L. Bajaj,Andrew V. Royappa	1994	We present a comprehensive algorithm to construct a topologically correct triangulation of the real affine part of a rational parametric surface with few restrictions on the defining rational functions. The rational functions are allowed to be undefined on domain curves (pole curves) and at certain special points (base points), and the surface is allowed to have nodal or cuspidal self-intersections. We also recognize that for a complete display some real points on the parametric surface may be generated only by complex parameter values, and that some finite points on the surface may be generated only by infinite parameter values; we show how to compensate for these conditions. Our techniques for handling these problems have applications in scientific visualization, rendering non-standard NURBS, and in finite-element mesh generation.	IEEE Visualizat	visu
2923	IEEE Visualization	The Design and Implementation of the Cortex Visualization System.	Deb Banerjee,Chris Morley,Wayne Smith	1994	Cortex has been designed for interactive analysis and display of simulation data generated by CFD applications based on unstructured-grid solvers. Unlike post-processing visualization environments, Cortex is designed to work in co-processing mode with the CFD application. This significantly reduces data storage and data movement requirements for visualization and also allows users to interactively steer the application. Further, Cortex supports high-performance by running on massively parallel computers and workstation clusters.An important goal for Cortex is to provide visualization to a variety of solvers which differ in their solution methodologies and supported flow models. Coupled with the co-processing requirement, this has required the development of a well defined programming interface to the CFD solver that lets the the visualization system communicate efficiently with the solver, and requires minimal programming effort for porting to new solvers. Further, the requirement for targeting multiple solvers and application niches demands that the visualization system be rapidly and easily modifiable. Such flexibility is attained in Cortex by using the high-level, interpreted language Scheme for implementing user-interfaces and high-level visualization functions. By making the Scheme interpreter available from the Cortex text interface, the user can also customize and extend the visualization system.	IEEE Visualizat	visu
2924	IEEE Visualization	Vortex Tubes in Turbulent Flows: Identification, Representation, Reconstruction.	David C. Banks,Bart A. Singer	1994	A new algorithm for identifying vortices in complex flows is presented. The scheme uses both the vorticity and pressure fields. A skelton line along the center of a vortex is produced by a two-step predictor-corrector scheme. The technique uses the vector field to move in the direction of the skeleton line and the scalar field to correct the location in the plane perpendicular to the skelton line. With an economical description of the vortex tube's cross-section, the skeleton compresses the representation of the flow by a factor of 4000 or more. We show how the reconstructed geometry of vortex tubes can be enhanced to help visualize helical motion.	IEEE Visualizat	visu
2925	IEEE Visualization	Information Workspaces for Large Scale Cognition.	Stuart K. Card	1994	Information Workspaces for Large Scale Cognition.	IEEE Visualizat	visu
2926	IEEE Visualization	Virtual Reality Performance for Virtual Geometry.	Robert A. Cross,Andrew J. Hanson	1994	We describe the theoretical and practical visualization issues solved in the implementation of an interactive real-time four-dimensional geometry interface for the CAVE, an immersive virtual reality environment. While our specific task is to produce a virtual geometry experience by approximating physically correct rendering of manifolds embedded in four dimensions, the general principles exploited by our approach reflect requirements common to many immersive virtual reality applications, especially those involving volume rendering. Among the issues we address are the classification of rendering tasks, the specialized hardware support required to attain interactivity, specific techniques required to render 4D objects, and interactive methods appropriate for our 4D virtual world application.	IEEE Visualizat	visu
2927	IEEE Visualization	The Topology of Symmetric, Second-Order Tensor Fields.	Thierry Delmarcelle,Lambertus Hesselink	1994	We study the topology of symmetric, second-order tensor fields. The goal is to represent their complex structure by a simple set of carefully chosen points and lines analogous to vector field topology. We extract topological skeletons of the eigenvector fields, and we track their evolution over time. We study tensor topological transitions and correlate tensor and vector data.The basic constituents of tensor topology are the degenerate points, or points where eigenvalues are equal to each other. Degenerate points play a similar role as critical points in vector fields. We identify two kinds of elementary degenerate points, which we call wedges and trisectors. They can combine to form more familiar singularities---such as saddles, nodes, centers, or foci. However, these are generally unstable structures in tensor fields.Finally, we show a topological rule that puts a constraint on the topology of tensor fields defined across surfaces, extending to tensor fields the Pointcar&eacute;-Hopf theorem for vector fields.	IEEE Visualizat	visu
2928	IEEE Visualization	An Object Oriented Design for the Visualization of Multi-Variable Data Objects.	Jean-Marie Favre,James K. Hahn	1994	This paper presents an object-oriented system design supporting the composition of scientific data visualization techniques based on the definition of hierarchies of typed data objects and tools. Traditional visualization systems focus on creating graphical objects which often cannot be re-used for further processing. Our approach provides objects of different topological dimension to offer a natural way of describing the results of visualization mappings. Serial composition of data extraction tools is allowed, while each intermediate visualization object shares a common description and behavior. Visualization objects can be re-used, facilitating the data exploration process by expanding the available analysis and correlation functions provided. This design offers an open-ended architecture for the development of new visualization techniques. It promotes data and software re-use, eliminates the need for writing special purpose software and reduces processing requirements during interactive visualization sessions.	IEEE Visualizat	visu
2929	IEEE Visualization	User Modeling for Adaptive Visualization Systems.	Gitta Domik,Bernd Gutkauf	1994	Meaningful scientific visualizations benefit the interpretation of scientific data, concepts and processes. To ensure meaningful visualizations, the visualization system needs to adapt to desires, disabilities and abilities of the user, interpretation aim, resources (hardware, software) available, and the form and content of the data to be visualized. We suggest to describe these characteristics by four models: user model, problem domain/task model, resource model and data model. This paper makes suggestions for the generation of a user model as a basis for an adaptive visualization system.We propose to extract information about the user by involving the user in interactive computer tests and games. Relevant abilities tested are color preception, color memory, color ranking, mental rotation, and fine motor coordination.	IEEE Visualizat	visu
2930	IEEE Visualization	A Case Study on Visualization for Boundary Value Problems.	Gábor Domokos,Randy C. Paffenroth	1994	In this paper we present a method, and a software based on this method, making highly inter-active visualization possible for computational results on nonlinear BVPs associated with ODEs. The program PCR relies partly on computer graphics tools and partly on real-time computations, the combination of which not only helps the understanding of complex problems, it also permits the reduction of stored data by orders of magnitude. The method has been implemented on PCs (running on DOS) and on the Application Visualization System (AVS) for UNIX machines, this paper provides a brief introduction to the latter version besides describing the mathematical background of the method.	IEEE Visualizat	visu
2931	IEEE Visualization	Visualizing Flow Over Curvilinear Grid Surfaces Using Line Integral Convolution.	Lisa K. Forssell	1994	Line Integral Convolution (LIC), introduced by Cabral and Leedom in Siggraph '93, is a powerful technique for imaging and animating vector fields. We extend the LIC paradigm in three ways:1. The existing technique is limited to vector fields over a regular Cartesian grid. We extend it to vector fields over parametric surfaces, specifically those found in curvilinear grids, used in computational fluid dynamics simulations.2. Periodic motion filters can be used to animate the flow visualization. When the flow lies on a parametric surface, however, the motion appears misleading. We explain why this problem arises and show how to adjust the LIC algorithm to handle it.3. We introduce a technique to visualize vector magnitude as well as vector direction. Cabral and Leedom have suggested a method for variable-speed animation, which is based on varying the frequency of the filter function. We develop a different technique based on kernel phase shifts which we have found to show substantially better results.Our implementation of these algorithms utilizes texture-mapping hardware to run in real time, which allows them to be included in interactive applications.	IEEE Visualizat	visu
2932	IEEE Visualization	Spiders: A New User Interface for Rotation and Visualization of N-dimensional Point Sets.	Kirk L. Duffin,William A. Barrett	1994	We present a new method for creating n-dimensional rotation matrices from manipulating the projections of n-dimensional data coordinate axes onto a viewing plane. A user interface for n-dimensional rotation is implemented. The interface is shown to have no rotational hysteresis.	IEEE Visualizat	visu
2933	IEEE Visualization	Nonpolygonal Isosurface Rendering for Large Volume Datasets.	James W. Durkin,John F. Hughes	1994	Surface-based rendering techniques, particularly those that extract a polygonal approximation of an isosurface, are widely used in volume visualization. As dataset size increases though, the computational demands of these methods can overwhelm typically available computing resources. Recent work on accelerating such techniques has focused on preprocessing the volume data or postprocessing the extracted polygonization. Our new algorithm concentrates instead on streamlining the surface extraction process itself so as to accelerate the rendering of large volumes. The technique shortens the conventional isosurface visualization pipeline by eliminating the intermediate polygonization. We compute the contribution of the isosurface within a volume cell to the resulting image directly from a simplified numerical description of the cell/surface intersection. Our approach also reduces the work in the remaining stages of the visualization process. By quantizing the volume data, we exploit precomputed and cached data at key processing steps to improve rendering efficiency. The resulting implementation provides comparatively fast renderings with reasonable image quality.	IEEE Visualizat	visu
2934	IEEE Visualization	Volume Rendering Methods for Computational Fluid Dynamics Visualization.	David S. Ebert,Roni Yagel,James N. Scott,Yair Kurzion	1994	This paper describes three alternative volume rendering approaches to visualizing computational fluid dynamics (CFD) data. One new approach uses realistic volumetric gas rendering techniques to produce photo-realistic images and animations from scalar CFD data. The second uses ray casting that is based on a simpler illumination model and is mainly centered around a versatile new tool for the design of transfer functions. The third method employs a simple illumination model and rapid rendering mechanisms to provide efficient preview capabilities. These tools provide a large range of volume rendering capabilities to be used by the CFD explorer to render rapidly for navigation through the data, to emphasize data features (e.g., shock waves) with a specific transfer function, or to present a realistic rendition of the model.	IEEE Visualizat	visu
2935	IEEE Visualization	Wavelet-Based Volume Morphing.	Taosong He,Sidney W. Wang,Arie E. Kaufman	1994	This paper presents a technique for performing volume morphing between two volumetric datasets in the wavelet domain. The idea is to decompose the volumetric datasets into a set of frequency bands, apply smooth interpolation to each band, and reconstruct to form the morphed model. In addition, a technique for establishing a suitable correspondence among object voxels is presented. The combination of these two techniques results in a smooth transition between the two datasets and produces morphed volume with fewer high frequency distortions than those obtained from spatial domain volume morphing.	IEEE Visualizat	visu
2936	IEEE Visualization	Visualization in the Information Highway.	Nahum D. Gershon	1994	Visualization in the Information Highway.	IEEE Visualizat	visu
2937	IEEE Visualization	Visualizing Flow with Quaternion Frames.	Andrew J. Hanson,Hui Ma	1994	Flow fields, geodesics, and deformed volumes are natural sources of families of space curves that can be characterized by intrinsic geometric properties such as curvature, torsion, and Frenet frames. By expressing a curve's moving Frenet coordinate frame as an equivalent unit quaternion, we reduce the number of components that must be displayed from nine with six constraints to four with one constraint. We can then assign a color to each curve point by dotting its quaternion frame with a 4D light vector, or we can plot the frame values separately as a curve in the threesphere. As example, we examine twisted volumes used in topology to construct knots and tangles, a spherical volume deformation known as the Dirac string trick, and streamlines of 3D vector flow fields.	IEEE Visualizat	visu
2938	IEEE Visualization	A Lattice Model for Data Display.	William L. Hibbard,Charles R. Dyer,Brian E. Paul	1994	In order to develop a foundation for visualization, we develop lattice models for data objects and displays that focus on the fact that data objects are approximations to mathematical objects and real displays are approximations to ideal displays. These lattice models give us a way to quantize the information content of data and displays and to define conditions on the visualization mappings from data to displays. Mappings satisfy these conditions if and only if they are lattice isomorphisms. We show how to apply this result to scientific data and display models, and discuss how it might be applied to recursively defined data types appropriate for complex information processing.	IEEE Visualizat	visu
2939	IEEE Visualization	Visualizing multidimensional (multivariate) data and relations (Panel).	Alfred Inselberg,Georges G. Grinstein,Ted Mihalisin,Hans Hinterberger	1994	Visualizing multidimensional (multivariate) data and relations (Panel).	IEEE Visualizat	visu
2940	IEEE Visualization	Isosurface Generation by Using Extrema Graphs.	Takayuki Itoh,Koji Koyamada	1994	A high-performance algorithm for generating isosurfaces is presented. In this algorithm, extrema points in a scalar field are first extracted. A graph is then generated in which the extrema points are taken as nodes. Each arc of the graph has a list of IDs of the cells that are intersected by the arc. A boundary cell list ordered according to cells' values is also generated. The graph and the list generated in this pre-process are used as a guide in searching for seed cells. Isosurfaces are generated from seed cells that are found in arcs of the graph. In this process isosurfaces appear to propagate themselves. The algorithm visits only cells that are intersected by an isosurface and cells whose IDs are included in cell lists. It is especially efficient when many isosurfaces are interactively generated in a huge volume. Some benchmark tests described in this paper show the efficiency of the algorithm.	IEEE Visualizat	visu
2941	IEEE Visualization	Case Study: Visualization of Mesoscale Flow Features in Ocean Basins.	Andreas Johannsen,Robert J. Moorhead	1994	Environmental issues such as global warming are an active area of international research and concern today. This case study describes various visualization paradigms that have been developed and applied in an attempt to elucidate the information provided by environmental models and observations. The ultimate goal is to accurately measure the existence of any long term climatological change. The global ocean is the starting point, since it is a major source and sink of heat within our global environment.	IEEE Visualizat	visu
2942	IEEE Visualization	The Crucial Difference Between Human and Machine Vision: Focal Attention.	Bela Julesz	1994	The Crucial Difference Between Human and Machine Vision: Focal Attention.	IEEE Visualizat	visu
2943	IEEE Visualization	UFAT - A Particle Tracer for Time-Dependent Flow Fields.	David A. Lane	1994	Time-dependent (unsteady) flow fields are commonly generated in Computational Fluid Dynamics (CFD) simulations; however, there are very few flow visualization systems that generate particle traces in unsteady flow fields. Most existing systems generate particle traces in time-independent flow fields. A particle tracing system has been developed to generate particle traces in unsteady flow fields. The system was used to visualize several 3D unsteady flow fields from real-world problems, and it has provided useful insights into the time-varying phenomena in the flow fields. In this paper, the design requirements and the architecture of the system are described. Some examples of particle traces computed by the system are also shown.	IEEE Visualizat	visu
